seqnames	start	end	width	strand	component	qvalue	enrichment
chr21	43816751	43817000	250	*	1	8.80470593713261e-11	1.0383567805328
chr21	44268001	44268250	250	*	1	9.87106043359815e-11	0.88395744634432
chr21	23968501	23968750	250	*	1	1.0489424780492e-10	0.972913166235256
chr21	36585001	36585250	250	*	1	1.0489424780492e-10	0.972913166235256
chr21	24375251	24375500	250	*	1	1.13228707520328e-10	1.18432794699125
chr21	44718751	44719000	250	*	1	1.96996707925561e-10	1.0703983248172
chr21	37220501	37220750	250	*	1	2.34311755967493e-10	0.73776847548087
chr21	18295251	18295500	250	*	1	2.53642112793115e-10	0.993993461715409
chr21	41612251	41612500	250	*	1	2.63715723042154e-10	0.78784625361346
chr21	25607251	25607500	250	*	1	2.90029345916868e-10	0.689000867817973
chr21	14119251	14119500	250	*	1	3.20634593904922e-10	1.36726175673178
chr21	44846001	44846250	250	*	1	3.46982835312203e-10	0.753158823708577
chr21	44509751	44510000	250	*	1	4.20796372372781e-10	1.11054073133713
chr21	25562001	25562250	250	*	1	4.84082741294275e-10	0.678049333803433
chr21	45550001	45550250	250	*	1	5.75239675597446e-10	0.867638625900432
chr21	31180501	31180750	250	*	1	6.73004400136741e-10	0.954829906631266
chr21	33445501	33445750	250	*	1	7.28198667079022e-10	0.711045033615653
chr21	41917251	41917500	250	*	1	8.53435004863263e-10	1.16274383160821
chr21	25567501	25567750	250	*	1	1.30172709914096e-09	0.657166374243233
chr21	43719001	43719250	250	*	1	1.60549089222647e-09	1.23447573755337
chr21	41321251	41321500	250	*	1	1.65659645627303e-09	0.974876681773003
chr21	17585751	17586000	250	*	1	1.67578337535302e-09	0.919774082045262
chr21	36989751	36990000	250	*	1	1.72010305433282e-09	0.738923397269841
chr21	37563501	37563750	250	*	1	2.14826935333927e-09	0.66542550537832
chr21	26732501	26732750	250	*	1	2.63642592596026e-09	1.34247868655732
chr21	36747751	36748000	250	*	1	2.88830452196542e-09	2.51259007302376
chr21	41168001	41168250	250	*	1	2.88830452196542e-09	2.51259007302376
chr21	26170501	26170750	250	*	1	3.00905483670535e-09	1.08895661595408
chr21	36541751	36542000	250	*	1	3.46699995935709e-09	0.654821118719515
chr21	45138501	45138750	250	*	1	3.91056306991378e-09	0.888045512369122
chr21	25350251	25350500	250	*	1	3.93589117946168e-09	0.998964362181824
chr21	41839251	41839500	250	*	1	3.93589117946168e-09	0.998964362181824
chr21	45236501	45236750	250	*	1	3.93589117946168e-09	0.998964362181824
chr21	15826001	15826250	250	*	1	4.18555623176061e-09	0.93571312668886
chr21	14306751	14307000	250	*	1	6.2641400614256e-09	1.13967063335911
chr21	31499001	31499250	250	*	1	6.2641400614256e-09	1.13967063335911
chr21	33895001	33895250	250	*	1	6.2641400614256e-09	1.13967063335911
chr21	34243501	34243750	250	*	1	6.84017148090828e-09	0.825784997050779
chr21	17586001	17586250	250	*	1	6.84546406640728e-09	0.757418369191563
chr21	42117251	42117500	250	*	1	6.84546406640728e-09	0.757418369191563
chr21	25790001	25790250	250	*	1	9.13521035063123e-09	1.02853857102558
chr21	31347501	31347750	250	*	1	9.13521035063123e-09	1.02853857102558
chr21	36484251	36484500	250	*	1	9.13521035063123e-09	1.02853857102558
chr21	37564251	37564500	250	*	1	9.13521035063123e-09	0.652306617390207
chr21	45309251	45309500	250	*	1	9.13521035063123e-09	1.02853857102558
chr21	32359751	32360000	250	*	1	1.20599140441195e-08	1.2096926673789
chr21	39153501	39153750	250	*	1	1.20599140441195e-08	1.2096926673789
chr21	31198501	31198750	250	*	1	1.42416702008238e-08	0.709217811237851
chr21	36141751	36142000	250	*	1	1.42416702008238e-08	0.709217811237851
chr21	25561501	25561750	250	*	1	1.51129837466636e-08	0.683155240356356
chr21	17512501	17512750	250	*	1	2.07712028653986e-08	1.06588341770499
chr21	46551751	46552000	250	*	1	2.07712028653986e-08	1.06588341770499
chr21	39313751	39314000	250	*	1	2.21603263710461e-08	0.724021623682588
chr21	30463751	30464000	250	*	1	2.23782602116168e-08	0.868928732426716
chr21	43865251	43865500	250	*	1	2.62699231927547e-08	2.48072067223119
chr21	41612501	41612750	250	*	1	2.64287443859136e-08	0.781266229977927
chr21	46153501	46153750	250	*	1	2.64287443859136e-08	0.781266229977927
chr21	14253751	14254000	250	*	1	3.86350078901716e-08	0.708495512847944
chr21	21921751	21922000	250	*	1	4.4886941743854e-08	1.11488756318465
chr21	27564751	27565000	250	*	1	4.4886941743854e-08	1.11488756318465
chr21	28517251	28517500	250	*	1	4.4886941743854e-08	1.11488756318465
chr21	34544001	34544250	250	*	1	4.79591284176661e-08	0.839950207889309
chr21	42309501	42309750	250	*	1	4.98364210844588e-08	0.761047661166748
chr21	34671001	34671250	250	*	1	5.84793956369769e-08	0.880381663694284
chr21	31142751	31143000	250	*	1	6.06303911440935e-08	1.00546537277649
chr21	39138001	39138250	250	*	1	6.06303911440935e-08	1.00546537277649
chr21	36504501	36504750	250	*	1	6.53438648957284e-08	0.693658073227694
chr21	25895751	25896000	250	*	1	7.12825935989011e-08	0.784702421701302
chr21	34073251	34073500	250	*	1	9.07697602338031e-08	1.18292587079001
chr21	42537251	42537500	250	*	1	9.10365370127457e-08	0.741981620052019
chr21	39314001	39314250	250	*	1	9.77462733433428e-08	0.813282804170217
chr21	42360501	42360750	250	*	1	9.77462733433428e-08	0.813282804170217
chr21	33480251	33480500	250	*	1	1.0356051843604e-07	0.7077028032387
chr21	44800251	44800500	250	*	1	1.08847416759061e-07	0.679450797799676
chr21	39715751	39716000	250	*	1	1.26547249332066e-07	0.848653094018144
chr21	39445501	39445750	250	*	1	1.34375722935058e-07	0.763182970373937
chr21	29500001	29500250	250	*	1	1.40736284350748e-07	1.04110034753053
chr21	32688001	32688250	250	*	1	1.40736284350748e-07	1.04110034753053
chr21	41817501	41817750	250	*	1	1.50436983628636e-07	0.893853372897246
chr21	36631001	36631250	250	*	1	1.59447860600804e-07	0.954307048549688
chr21	43829501	43829750	250	*	1	1.6268719145342e-07	1.28661594907719
chr21	44310751	44311000	250	*	1	1.6268719145342e-07	1.28661594907719
chr21	42330751	42331000	250	*	1	1.77203913287414e-07	0.66582233254401
chr21	37916251	37916500	250	*	1	2.39419670606813e-07	2.44549282211922
chr21	15730001	15730250	250	*	1	2.44947889054609e-07	1.47818738424497
chr21	31509501	31509750	250	*	1	2.60486232024355e-07	0.819674569480737
chr21	37463001	37463250	250	*	1	2.86595573382477e-07	0.652727355934459
chr21	46402501	46402750	250	*	1	3.15253852888142e-07	1.08812076659575
chr21	23853751	23854000	250	*	1	3.88888071622573e-07	0.909943729732295
chr21	37619751	37620000	250	*	1	3.91195515220998e-07	0.980682302602027
chr21	37659001	37659250	250	*	1	3.91195515220998e-07	0.980682302602027
chr21	41917001	41917250	250	*	1	3.91195515220998e-07	0.980682302602027
chr21	29090251	29090500	250	*	1	4.72369210640268e-07	0.690547021054881
chr21	37533251	37533500	250	*	1	4.72369210640268e-07	0.690547021054881
chr21	17931001	17931250	250	*	1	6.63191864973806e-07	0.744066190431531
chr21	23936251	23936500	250	*	1	6.63191864973806e-07	1.15382992989878
chr21	32143751	32144000	250	*	1	6.63191864973806e-07	1.15382992989878
chr21	36260751	36261000	250	*	1	6.63191864973806e-07	0.744066190431531
chr21	44817751	44818000	250	*	1	6.63191864973806e-07	1.15382992989878
chr21	33901751	33902000	250	*	1	9.4399830178873e-07	1.01433355094163
chr21	38621251	38621500	250	*	1	9.4399830178873e-07	1.01433355094163
chr21	36422501	36422750	250	*	1	9.82952024839737e-07	0.768309319095811
chr21	42011251	42011500	250	*	1	1.18667147703024e-06	0.723847621620352
chr21	46210501	46210750	250	*	1	1.27979606146782e-06	1.25474654828463
chr21	17931251	17931500	250	*	1	1.39805198773359e-06	0.798090454097695
chr21	44338251	44338500	250	*	1	1.66585828335525e-06	0.604940473723554
chr21	25562251	25562500	250	*	1	1.72110219915607e-06	0.565313393132325
chr21	30839501	30839750	250	*	1	1.87466024504857e-06	0.835724350062148
chr21	45098751	45099000	250	*	1	2.05898663444392e-06	0.704781580505623
chr21	23854001	23854250	250	*	1	2.19768108207272e-06	1.05902482570452
chr21	35616251	35616500	250	*	1	2.19768108207272e-06	1.05902482570452
chr21	33588501	33588750	250	*	1	2.2946666982416e-06	0.885160659557832
chr21	34517501	34517750	250	*	1	2.2946666982416e-06	0.885160659557832
chr21	38806251	38806500	250	*	1	2.2946666982416e-06	0.885160659557832
chr21	16194501	16194750	250	*	1	2.4860518174561e-06	0.953915506013128
chr21	36615251	36615500	250	*	1	2.4860518174561e-06	0.953915506013128
chr21	33269001	33269250	250	*	1	2.86573851963872e-06	0.611662633645516
chr21	44267501	44267750	250	*	1	3.76829388202364e-06	0.803995780386008
chr21	46371501	46371750	250	*	1	3.76829388202364e-06	0.803995780386008
chr21	14306501	14306750	250	*	1	4.86641888905909e-06	1.12196052910621
chr21	25507751	25508000	250	*	1	4.92525373621397e-06	0.746725203712768
chr21	36419751	36420000	250	*	1	4.92525373621397e-06	0.746725203712768
chr21	18500001	18500250	250	*	1	4.96483084030903e-06	0.845997104473689
chr21	42851001	42851250	250	*	1	4.96483084030903e-06	0.845997104473689
chr21	43315251	43315500	250	*	1	4.96483084030903e-06	0.845997104473689
chr21	33947751	33948000	250	*	1	5.53392911828855e-06	0.70357198321178
chr21	38734251	38734500	250	*	1	5.53392911828855e-06	0.70357198321178
chr21	29092751	29093000	250	*	1	5.95290768335615e-06	0.902757181786327
chr21	42309001	42309250	250	*	1	5.95290768335615e-06	0.902757181786327
chr21	37675501	37675750	250	*	1	6.12085450051217e-06	0.9852376100504
chr21	45444001	45444250	250	*	1	6.12085450051217e-06	0.9852376100504
chr21	14253501	14253750	250	*	1	7.16864330835363e-06	0.775017255848601
chr21	25607751	25608000	250	*	1	7.16864330835363e-06	0.775017255848601
chr21	43975751	43976000	250	*	1	7.16864330835363e-06	0.775017255848601
chr21	45292751	45293000	250	*	1	8.68079923602208e-06	0.723725887967281
chr21	38334251	38334500	250	*	1	9.74558099286031e-06	1.21951869817266
chr21	44761501	44761750	250	*	1	1.00931589703094e-05	0.810941279887686
chr21	37087251	37087500	250	*	1	1.3363960703828e-05	0.748349852129508
chr21	26717251	26717500	250	*	1	1.48184118498059e-05	1.02715542491196
chr21	27803001	27803250	250	*	1	1.48184118498059e-05	1.02715542491196
chr21	29092501	29092750	250	*	1	1.48184118498059e-05	1.02715542491196
chr21	41369251	41369500	250	*	1	1.52782554941981e-05	0.666468088608888
chr21	32994251	32994500	250	*	1	1.52925148134157e-05	0.9248195651219
chr21	42320001	42320250	250	*	1	1.52925148134157e-05	0.9248195651219
chr21	45880751	45881000	250	*	1	1.52925148134157e-05	0.9248195651219
chr21	31065001	31065250	250	*	1	1.67200125733087e-05	1.4035811037969
chr21	34231501	34231750	250	*	1	1.67200125733087e-05	1.4035811037969
chr21	44835501	44835750	250	*	1	1.67200125733087e-05	1.4035811037969
chr21	36966251	36966500	250	*	1	1.93657804111885e-05	0.779212710211546
chr21	42381251	42381500	250	*	1	1.93657804111885e-05	0.779212710211546
chr21	44304751	44305000	250	*	1	1.93657804111885e-05	0.779212710211546
chr21	45880251	45880500	250	*	1	1.93657804111885e-05	0.779212710211546
chr21	39136251	39136500	250	*	1	1.96608659590089e-05	2.36147506016262
chr21	40512751	40513000	250	*	1	1.96608659590089e-05	2.36147506016262
chr21	25507501	25507750	250	*	1	2.33633137652206e-05	0.723652005463675
chr21	43864501	43864750	250	*	1	2.33633137652206e-05	0.723652005463675
chr21	37220751	37221000	250	*	1	2.38987768079551e-05	0.571465871095846
chr21	15483001	15483250	250	*	1	2.4071783118593e-05	0.649353178566916
chr21	36976751	36977000	250	*	1	2.4071783118593e-05	0.649353178566916
chr21	37563751	37564000	250	*	1	2.88218539301171e-05	0.58856780736215
chr21	24045751	24046000	250	*	1	3.37382648339243e-05	1.08673267899424
chr21	30434001	30434250	250	*	1	3.43190854456482e-05	0.873661240895098
chr21	34912251	34912500	250	*	1	3.43190854456482e-05	0.873661240895098
chr21	42890501	42890750	250	*	1	3.43190854456482e-05	0.873661240895098
chr21	45443751	45444000	250	*	1	3.43190854456482e-05	0.873661240895098
chr21	33265751	33266000	250	*	1	3.78474198920155e-05	0.633071343099913
chr21	30044751	30045000	250	*	1	3.8317202345863e-05	0.953368209257835
chr21	38505501	38505750	250	*	1	3.8317202345863e-05	0.953368209257835
chr21	37073501	37073750	250	*	1	4.20752237132174e-05	0.576423591857707
chr21	23452751	23453000	250	*	1	5.20075802122693e-05	0.784174483298787
chr21	38236251	38236500	250	*	1	5.20075802122693e-05	0.784174483298787
chr21	45768501	45768750	250	*	1	5.20075802122693e-05	0.784174483298787
chr21	45768751	45769000	250	*	1	5.20075802122693e-05	0.784174483298787
chr21	25350001	25350250	250	*	1	6.31273846580226e-05	0.723566781955046
chr21	37497001	37497250	250	*	1	6.31273846580226e-05	0.723566781955046
chr21	42064251	42064500	250	*	1	6.65781382445769e-05	0.679133238390823
chr21	29817501	29817750	250	*	1	7.14761364237266e-05	1.18014026783656
chr21	31992001	31992250	250	*	1	7.14761364237266e-05	1.18014026783656
chr21	43760501	43760750	250	*	1	7.14761364237266e-05	1.18014026783656
chr21	43979751	43980000	250	*	1	7.16198698018167e-05	0.829297922077705
chr21	21102001	21102250	250	*	1	9.01881141646798e-05	0.892950164329334
chr21	23131251	23131500	250	*	1	9.49458920911814e-05	0.99192757479999
chr21	31041501	31041750	250	*	1	9.49458920911814e-05	0.99192757479999
chr21	38712001	38712250	250	*	1	9.49458920911814e-05	0.99192757479999
chr21	42256001	42256250	250	*	1	9.49458920911814e-05	0.99192757479999
chr21	34091751	34092000	250	*	1	9.60542296572601e-05	0.752445913622647
chr21	41862251	41862500	250	*	1	9.60542296572601e-05	0.752445913622647
chr21	25567751	25568000	250	*	1	0.000130758813359162	0.588500517217
chr21	21751501	21751750	250	*	1	0.000132876325353834	1.35894177217639
chr21	39137251	39137500	250	*	1	0.000132876325353834	1.35894177217639
chr21	40386251	40386500	250	*	1	0.000132876325353834	1.35894177217639
chr21	44067501	44067750	250	*	1	0.000132876325353834	1.35894177217639
chr21	29849501	29849750	250	*	1	0.000139988758148996	0.790134366993562
chr21	33855251	33855500	250	*	1	0.000139988758148996	0.790134366993562
chr21	36479001	36479250	250	*	1	0.000139988758148996	0.790134366993562
chr21	44618501	44618750	250	*	1	0.000139988758148996	0.790134366993562
chr21	36430001	36430250	250	*	1	0.000151283744829465	0.61148722771687
chr21	36422001	36422250	250	*	1	0.000169516162021514	0.639848628464915
chr21	41461001	41461250	250	*	1	0.000169516162021514	0.723467389085239
chr21	41768751	41769000	250	*	1	0.000169516162021514	0.723467389085239
chr21	44817501	44817750	250	*	1	0.000169516162021514	0.723467389085239
chr21	44800001	44800250	250	*	1	0.000176980103433497	0.675869619543725
chr21	20971251	20971500	250	*	1	0.000188882832772671	0.841791840102533
chr21	25639501	25639750	250	*	1	0.000188882832772671	0.841791840102533
chr21	31457751	31458000	250	*	1	0.000188882832772671	0.841791840102533
chr21	41896001	41896250	250	*	1	0.000188882832772671	0.841791840102533
chr21	44718501	44718750	250	*	1	0.000188882832772671	0.841791840102533
chr21	45236751	45237000	250	*	1	0.000188882832772671	0.841791840102533
chr21	31933751	31934000	250	*	1	0.000225268170041884	1.04735424865815
chr21	26171001	26171250	250	*	1	0.000229161389868072	0.918140359145866
chr21	34072751	34073000	250	*	1	0.000229161389868072	0.918140359145866
chr21	34201751	34202000	250	*	1	0.000229161389868072	0.918140359145866
chr21	37446751	37447000	250	*	1	0.000229161389868072	0.918140359145866
chr21	45596501	45596750	250	*	1	0.000257951096923256	0.755078542407558
chr21	25640001	25640250	250	*	1	0.000283610365673997	0.654350168216361
chr21	46326251	46326500	250	*	1	0.000283610365673997	0.654350168216361
chr21	32570001	32570250	250	*	1	0.000395933134543443	0.60469586493478
chr21	36153001	36153250	250	*	1	0.000449394213580874	0.634131599405181
chr21	45287751	45288000	250	*	1	0.000449394213580874	0.634131599405181
chr21	25790251	25790500	250	*	1	0.000459923340597525	0.723349972731418
chr21	25896001	25896250	250	*	1	0.000459923340597525	0.723349972731418
chr21	36420251	36420500	250	*	1	0.000459923340597525	0.723349972731418
chr21	37675001	37675250	250	*	1	0.000475540677753012	0.672102138700313
chr21	45591001	45591250	250	*	1	0.000475540677753012	0.672102138700313
chr21	29850001	29850250	250	*	1	0.000504046249651457	0.857722314217365
chr21	34073501	34073750	250	*	1	0.000504046249651457	0.857722314217365
chr21	46420501	46420750	250	*	1	0.000504046249651457	0.857722314217365
chr21	24705501	24705750	250	*	1	0.000505358179151481	1.13550093621605
chr21	31873001	31873250	250	*	1	0.000505358179151481	1.13550093621605
chr21	41746001	41746250	250	*	1	0.000505358179151481	1.13550093621605
chr21	20443501	20443750	250	*	1	0.000582672488766611	0.952549144463894
chr21	31041751	31042000	250	*	1	0.000582672488766611	0.952549144463894
chr21	31566251	31566500	250	*	1	0.000582672488766611	0.952549144463894
chr21	39089001	39089250	250	*	1	0.000582672488766611	0.952549144463894
chr21	44322251	44322500	250	*	1	0.000582672488766611	0.952549144463894
chr21	44510251	44510500	250	*	1	0.000582672488766611	0.952549144463894
chr21	42455251	42455500	250	*	1	0.000696918626943802	0.758264966200997
chr21	44302001	44302250	250	*	1	0.000696918626943802	0.758264966200997
chr21	42376751	42377000	250	*	1	0.000753169172678755	0.649102822954826
chr21	41973751	41974000	250	*	1	0.000771105748347748	0.694371448194011
chr21	45818501	45818750	250	*	1	0.000771105748347748	0.694371448194011
chr21	31086751	31087000	250	*	1	0.0010179450161432	0.806563989990564
chr21	31731251	31731500	250	*	1	0.0010179450161432	0.806563989990564
chr21	35400251	35400500	250	*	1	0.0010179450161432	0.806563989990564
chr21	31785751	31786000	250	*	1	0.00101972117550215	0.597027704802289
chr21	27759001	27759250	250	*	1	0.00102224734686229	1.30741587691656
chr21	32412751	32413000	250	*	1	0.00102224734686229	1.30741587691656
chr21	42033251	42033500	250	*	1	0.00102224734686229	1.30741587691656
chr21	29476751	29477000	250	*	1	0.00123300144020632	0.723209141614993
chr21	32921501	32921750	250	*	1	0.00123300144020632	0.723209141614993
chr21	42411501	42411750	250	*	1	0.00123300144020632	0.723209141614993
chr21	44300501	44300750	250	*	1	0.00123300144020632	0.723209141614993
chr21	29342501	29342750	250	*	1	0.00125659597583104	0.667704044474919
chr21	34670501	34670750	250	*	1	0.00125659597583104	0.667704044474919
chr21	36028251	36028500	250	*	1	0.00125659597583104	0.667704044474919
chr21	41974001	41974250	250	*	1	0.00125659597583104	0.667704044474919
chr21	14953001	14953250	250	*	1	0.00132194255526278	0.87876192880977
chr21	21751251	21751500	250	*	1	0.00132194255526278	0.87876192880977
chr21	36389751	36390000	250	*	1	0.00132194255526278	0.87876192880977
chr21	41589251	41589500	250	*	1	0.00132194255526278	0.87876192880977
chr21	26715751	26716000	250	*	1	0.00144435300443529	1.00271491703763
chr21	32414751	32415000	250	*	1	0.00144435300443529	1.00271491703763
chr21	34888751	34889000	250	*	1	0.00144435300443529	1.00271491703763
chr21	42831001	42831250	250	*	1	0.00144435300443529	1.00271491703763
chr21	42831251	42831500	250	*	1	0.00144435300443529	1.00271491703763
chr21	44455751	44456000	250	*	1	0.00144435300443529	1.00271491703763
chr21	16975001	16975250	250	*	1	0.00148942981804082	2.24901737466399
chr21	31285001	31285250	250	*	1	0.00148942981804082	2.24901737466399
chr21	39026251	39026500	250	*	1	0.00148942981804082	2.24901737466399
chr21	41045751	41046000	250	*	1	0.00148942981804082	2.24901737466399
chr21	41953751	41954000	250	*	1	0.00148942981804082	2.24901737466399
chr21	45542501	45542750	250	*	1	0.00148942981804082	2.24901737466399
chr21	45644001	45644250	250	*	1	0.00148942981804082	2.24901737466399
chr21	37366501	37366750	250	*	1	0.00173495339050448	0.607364802816282
chr21	44479751	44480000	250	*	1	0.00173495339050448	0.607364802816282
chr21	28745501	28745750	250	*	1	0.00184994828594277	0.76220067117317
chr21	31264751	31265000	250	*	1	0.00184994828594277	0.76220067117317
chr21	36501501	36501750	250	*	1	0.00184994828594277	0.76220067117317
chr21	44742501	44742750	250	*	1	0.00184994828594277	0.76220067117317
chr21	32994501	32994750	250	*	1	0.0019556425480671	0.643006197809085
chr21	43727501	43727750	250	*	1	0.00203722128839988	0.691480571938853
chr21	30839251	30839500	250	*	1	0.00269226862634342	0.818343883881269
chr21	44444501	44444750	250	*	1	0.00269226862634342	0.818343883881269
chr21	45308751	45309000	250	*	1	0.00269226862634342	0.818343883881269
chr21	44801751	44802000	250	*	1	0.00303757208278978	0.620006882063598
chr21	46325501	46325750	250	*	1	0.00303757208278978	0.620006882063598
chr21	40143751	40144000	250	*	1	0.00329642963760832	0.723037116089027
chr21	42654501	42654750	250	*	1	0.00329642963760832	0.723037116089027
chr21	43269251	43269500	250	*	1	0.00329642963760832	0.723037116089027
chr21	44012001	44012250	250	*	1	0.00329642963760832	0.723037116089027
chr21	14253251	14253500	250	*	1	0.00341774493194889	1.08397504095622
chr21	17554751	17555000	250	*	1	0.00341774493194889	0.907909812843381
chr21	21303001	21303250	250	*	1	0.00341774493194889	0.907909812843381
chr21	28522001	28522250	250	*	1	0.00341774493194889	0.907909812843381
chr21	30962001	30962250	250	*	1	0.00341774493194889	1.08397504095622
chr21	32364251	32364500	250	*	1	0.00341774493194889	1.08397504095622
chr21	34957751	34958000	250	*	1	0.00341774493194889	1.08397504095622
chr21	38251001	38251250	250	*	1	0.00341774493194889	1.08397504095622
chr21	42631251	42631500	250	*	1	0.00341774493194889	1.08397504095622
chr21	43269001	43269250	250	*	1	0.00341774493194889	0.907909812843381
chr21	21163751	21164000	250	*	1	0.00505864837417069	0.767185559654468
chr21	41283001	41283250	250	*	1	0.00505864837417069	0.767185559654468
chr21	43941751	43942000	250	*	1	0.00505864837417069	0.767185559654468
chr21	44295251	44295500	250	*	1	0.00505864837417069	0.767185559654468
chr21	14862751	14863000	250	*	1	0.00519452589465867	0.635834643682353
chr21	30194751	30195000	250	*	1	0.00519452589465867	0.635834643682353
chr21	42117751	42118000	250	*	1	0.00519452589465867	0.635834643682353
chr21	14119001	14119250	250	*	1	0.00548815279140201	0.687981291503024
chr21	25560251	25560500	250	*	1	0.00548815279140201	0.687981291503024
chr21	26169251	26169500	250	*	1	0.00548815279140201	0.687981291503024
chr21	20971501	20971750	250	*	1	0.00719888520858323	0.834122597189257
chr21	29361501	29361750	250	*	1	0.00719888520858323	0.834122597189257
chr21	30072501	30072750	250	*	1	0.00719888520858323	0.834122597189257
chr21	30434251	30434500	250	*	1	0.00719888520858323	0.834122597189257
chr21	36662001	36662250	250	*	1	0.00719888520858323	0.834122597189257
chr21	38127001	38127250	250	*	1	0.00719888520858323	0.834122597189257
chr21	39096751	39097000	250	*	1	0.00719888520858323	0.834122597189257
chr21	42861751	42862000	250	*	1	0.00719888520858323	0.834122597189257
chr21	44377501	44377750	250	*	1	0.00719888520858323	0.834122597189257
chr21	17513001	17513250	250	*	1	0.00743110739347135	1.24648408667777
chr21	21232501	21232750	250	*	1	0.00743110739347135	1.24648408667777
chr21	29115501	29115750	250	*	1	0.00743110739347135	1.24648408667777
chr21	31143001	31143250	250	*	1	0.00743110739347135	1.24648408667777
chr21	32100251	32100500	250	*	1	0.00743110739347135	1.24648408667777
chr21	32360501	32360750	250	*	1	0.00743110739347135	1.24648408667777
chr21	41320501	41320750	250	*	1	0.00743110739347135	1.24648408667777
chr21	41786501	41786750	250	*	1	0.00743110739347135	1.24648408667777
chr21	41932251	41932500	250	*	1	0.00743110739347135	1.24648408667777
chr21	45226751	45227000	250	*	1	0.00743110739347135	1.24648408667777
chr21	45643251	45643500	250	*	1	0.00743110739347135	1.24648408667777
chr21	24896001	24896250	250	*	1	0.00777306652436282	0.611136797016519
chr21	45439751	45440000	250	*	1	0.00777306652436282	0.611136797016519
chr21	14766251	14766500	250	*	1	0.00867373889449344	0.951189021777801
chr21	15553251	15553500	250	*	1	0.00867373889449344	0.951189021777801
chr21	17903251	17903500	250	*	1	0.00867373889449344	0.656252721826884
chr21	19507751	19508000	250	*	1	0.00867373889449344	0.656252721826884
chr21	25801251	25801500	250	*	1	0.00867373889449344	0.722822240837074
chr21	25887251	25887500	250	*	1	0.00867373889449344	0.951189021777801
chr21	28793251	28793500	250	*	1	0.00867373889449344	0.951189021777801
chr21	31558751	31559000	250	*	1	0.00867373889449344	0.951189021777801
chr21	32940751	32941000	250	*	1	0.00867373889449344	0.951189021777801
chr21	36585251	36585500	250	*	1	0.00867373889449344	0.722822240837074
chr21	38172001	38172250	250	*	1	0.00867373889449344	0.951189021777801
chr21	38806001	38806250	250	*	1	0.00867373889449344	0.951189021777801
chr21	42009501	42009750	250	*	1	0.00867373889449344	0.656252721826884
chr21	46153001	46153250	250	*	1	0.00867373889449344	0.951189021777801
chr21	46294751	46295000	250	*	1	0.00867373889449344	0.722822240837074
